"","topic","value","filename"
"374","0",0.00821993428796939,"MB_1917_Jan"
"375","0",0.0184491649029227,"MB_1917_June"
"376","0",0.0288226999917323,"MB_1917_March"
"377","0",0.0438238166797974,"MB_1917_May"
"378","0",0.0203386024774736,"MB_1917_Nov"
"379","0",0.0315085343484073,"MB_1917_Oct"
"380","0",0.0107615110892418,"MB_1917_Sept"
"381","0",0.0838657039430684,"MB_1918_April"
"382","0",0.00845515706948491,"MB_1918_Dec"
"383","0",0.0203433045170149,"MB_1918_Feb"
"384","0",0.010288284402206,"MB_1918_Jan"
"385","0",0.0284726885767568,"MB_1918_June"
"386","0",0.025151254808826,"MB_1918_March"
"387","0",0.0147299782416512,"MB_1918_May"
"388","0",0.00799601221388666,"MB_1918_Nov"
"389","0",0.0598628482850188,"MB_1918_Oct"
"390","0",0.00332334000044464,"MB_1918_Sept"
"391","0",0.016868315694578,"MB_1919_April"
"392","0",0.00398931301967323,"MB_1919_Dec"
"393","0",0.0281186343367565,"MB_1919_Feb"
"394","0",0.0418083224673555,"MB_1919_Jan"
"395","0",0.0183993504417251,"MB_1919_June"
"396","0",0.0502559893573221,"MB_1919_March"
"397","0",0.00487254346960533,"MB_1919_May"
"398","0",0.0129799375281034,"MB_1919_Nov"
"399","0",0.0104357566782332,"MB_1919_Sept-Oct"
"400","0",0.0124472498947199,"MB_1920_April"
"401","0",0.0232867800316921,"MB_1920_Dec"
"402","0",0.0183736365275657,"MB_1920_Feb"
"403","0",0.00540985847917202,"MB_1920_Jan"
"404","0",0.0234132394060651,"MB_1920_July"
"405","0",0.00425643345362683,"MB_1920_June"
"406","0",0.0164128600329317,"MB_1920_March"
"407","0",0.0214603111600285,"MB_1920_May"
"408","0",0.0165013536433734,"MB_1920_Nov"
"409","0",0.000476644997804811,"MB_1920_Sept-Oct"
"410","0",0.00254389455305032,"MB_1921_April"
"411","0",0.015208644444444,"MB_1921_Dec"
"412","0",0.0416995953191419,"MB_1921_Feb"
"413","0",0.00595980339435096,"MB_1921_Jan"
"414","0",0.00621181879459766,"MB_1921_July"
"415","0",0.02639743803302,"MB_1921_June"
"416","0",0.0316600503773546,"MB_1921_March"
"417","0",0.00611402885035842,"MB_1921_May"
"418","0",0.0108654359301725,"MB_1921_Nov"
"419","0",0.0195525364856959,"MB_1921_Sept-Oct"
"420","0",0.00298901527488472,"MB_1922_April"
"421","0",0.0276767978948317,"MB_1922_Dec"
"422","0",0.0207562744921512,"MB_1922_Feb"
"423","0",0.0403197744485442,"MB_1922_Jan"
"424","0",0.0336764552560558,"MB_1922_July"
"425","0",0.0289391435197221,"MB_1922_June"
"426","0",0.0188387283890427,"MB_1922_March"
"427","0",0.00813413481354967,"MB_1922_May"
"428","0",0.00691699571788726,"MB_1922_Nov"
"429","0",0.0190915215255614,"MB_1922_Sept-Oct"
"430","0",0.0134265225052368,"MB_1923_April"
"431","0",0.0271096923503309,"MB_1923_Dec"
"432","0",0.0497339939102997,"MB_1923_Feb"
"433","0",0.0101913850403649,"MB_1923_Jan"
"434","0",0.017643548519698,"MB_1923_July"
"435","0",0.0108186782662275,"MB_1923_June"
"436","0",0.0400118789635867,"MB_1923_March"
"437","0",0.0227819671324301,"MB_1923_May"
"438","0",0.0909893168907742,"MB_1923_Nov"
"439","0",0.0465250558095337,"MB_1923_Sept-Oct"
"440","0",0.0194375338255124,"MB_1924_April"
"441","0",0.0144234418537321,"MB_1924_Dec"
"442","0",0.0141741876659413,"MB_1924_Feb"
"443","0",0.0172363013767906,"MB_1924_Jan"
"444","0",0.0320817152110386,"MB_1924_July"
"445","0",0.0890438398972885,"MB_1924_June"
"446","0",0.0278733637735847,"MB_1924_March"
"447","0",0.0211901579481068,"MB_1924_May"
"448","0",0.0169560056038628,"MB_1924_Nov"
"449","0",0.0439125155213907,"MB_1924_Sept-Oct"
"450","0",0.0325764947723652,"MB_1925_April"
"451","0",0.00913302287477644,"MB_1925_Dec"
"452","0",0.0420691692760451,"MB_1925_Feb"
"453","0",0.0187743743811217,"MB_1925_Jan"
"454","0",0.0353981895150446,"MB_1925_July"
"455","0",0.016868315694578,"MB_1925_June"
"456","0",0.0146481782939592,"MB_1925_March"
"457","0",0.0486588294082287,"MB_1925_May"
"458","0",0.00591457701175494,"MB_1925_Nov"
"459","0",0.0343037469545009,"MB_1925_Sept"
"460","0",0.00193341141496149,"MB_1926_April"
"461","0",0.027620784743771,"MB_1926_Dec"
"462","0",0.00643140181193252,"MB_1926_Feb"
"463","0",0.0626590362300214,"MB_1926_Jan"
"464","0",0.00194007252112462,"MB_1926_July"
"465","0",0.0290088537352099,"MB_1926_June"
"466","0",0.013689804620947,"MB_1926_March"
"467","0",0.0384078860774759,"MB_1926_May"
"468","0",0.0101261835551427,"MB_1926_Nov"
"469","0",0.0195386275661936,"MB_1926_Sept-Oct"
"470","0",0.0157741670519977,"MB_1927_April"
"471","0",0.0283856094989621,"MB_1927_Dec"
"472","0",0.0192205074092245,"MB_1927_Feb"
"473","0",0.0215294598659259,"MB_1927_Jan"
"474","0",0.0598424045865206,"MB_1927_July"
"475","0",0.0333021315127409,"MB_1927_June"
"476","0",0.0268046656459516,"MB_1927_March"
"477","0",0.00352781861927979,"MB_1927_May"
"478","0",0.0042251206660013,"MB_1927_Nov"
"479","0",0.00787315783856564,"MB_1927_Sept-Oct"
"480","0",0.0261434687437013,"MB_1928_April"
"481","0",0.0465996220314632,"MB_1928_Dec"
"482","0",0.0132384340858449,"MB_1928_Feb"
"483","0",0.0314574396202784,"MB_1928_Jan"
"484","0",0.00883602201841665,"MB_1928_June"
"485","0",0.0133743587691026,"MB_1928_March"
"486","0",0.0121334527741016,"MB_1928_May"
"487","0",0.000350158812918287,"MB_1928_Nov"
"488","0",0.00692608687157302,"MB_1928_Sept-Oct"
"489","0",0.0256482150498432,"MB_1929_April"
"490","0",0.0321830053781144,"MB_1929_Dec"
"491","0",0.0116000828258525,"MB_1929_Feb"
"492","0",0.0376982767683218,"MB_1929_Jan"
"493","0",0.00758685080379478,"MB_1929_June"
"494","0",0.0148782780228862,"MB_1929_March"
"495","0",0.018552396575185,"MB_1929_May"
"496","0",0.0225751199013168,"MB_1929_Nov"
"497","0",0.0198617204287109,"MB_1929_Oct"
"498","0",0.00455872194021138,"MB_1930_April"
"499","0",0.00955405670529693,"MB_1930_Dec"
"500","0",0.00941148700214673,"MB_1930_Feb"
"501","0",0.0288167577046383,"MB_1930_Jan"
"502","0",0.0168743518280029,"MB_1930_June"
"503","0",0.0206336317534588,"MB_1930_March"
"504","0",0.0144194055053651,"MB_1930_May"
"505","0",0.0141493157936779,"MB_1930_Nov"
"506","0",0.00889859092639725,"MB_1930_Oct"
"507","0",0.00579004831324231,"MB_1931_April"
"508","0",0.0168376241566117,"MB_1931_Dec"
"509","0",0.0210804484193994,"MB_1931_Feb"
"510","0",0.0433693104252406,"MB_1931_Jan"
"511","0",0.00203074536807322,"MB_1931_June"
"512","0",0.0107400594356416,"MB_1931_March"
"513","0",0.00486179305695649,"MB_1931_May"
"514","0",0.0088471388047135,"MB_1931_Nov"
"515","0",0.000275712140971636,"MB_1931_Sept"
"516","0",0.0382963273267001,"MB_1932_April"
"517","0",0.0220677525709609,"MB_1932_Dec"
"518","0",0.00683265499880785,"MB_1932_Feb"
"519","0",0.00359060098554467,"MB_1932_Jan"
"520","0",0.00676706336587827,"MB_1932_March"
"521","0",0.00186524748568918,"MB_1932_May-June"
